annee,profession_sante,region,departement,hono_sans_depassement_moyens
2018,Gynécologues médicaux et obstétriciens,11,92,161596
2015,Cardiologues,32,999,293121
2017,Pédiatres,52,999,142193
2020,Ophtalmologues,27,90,409346
2012,Psychiatres,32,62,140674
2019,Masseurs-kinésithérapeutes,52,49,74668
2022,Cardiologues,76,34,346791
2019,Sages-femmes,32,02,60253
2017,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),52,53,171364
2015,Médecins pathologistes,84,74,537526
2019,Infirmiers,76,82,77562
2019,Hépato-gastro-entérologues,11,77,203915
2015,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),53,56,179356
2011,Médecins généralistes (hors médecins à expertise particulière - MEP),52,999,142124
2019,Ensemble des médecins spécialistes (hors généralistes),52,72,418618
2018,Infirmiers,11,75,88670
2018,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),4,999,236603
2017,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),32,02,298440
2014,Ensemble des médecins généralistes,94,2A,150775
2013,Ensemble des auxiliaires médicaux,52,999,64786
2014,Médecins généralistes (hors médecins à expertise particulière - MEP),76,66,149924
2014,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),27,25,132936
2014,Médecins nucléaires,27,90,0
2013,Ophtalmologues,32,80,334364
2016,Endocrinologues,76,30,91500
2019,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),76,34,119072
2018,Médecins vasculaires,93,05,0
2013,Pédiatres,93,83,117800
2022,Ensemble des médecins spécialistes (hors généralistes),27,39,284148
2018,Sages-femmes,27,71,52588
2012,Gynécologues médicaux et obstétriciens,84,73,146909
2010,Pédiatres,32,999,133370
2019,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),52,53,187243
2013,Radiologues,28,76,553133
2019,Néphrologues,28,999,329836
2014,Radiologues,32,80,640080
2010,Infirmiers,28,14,78260
2019,Infirmiers,53,22,79171
2015,Gynécologues médicaux et obstétriciens,27,71,166684
2015,Pneumologues,4,974,191745
2010,Ensemble des chirurgiens-dentistes,28,76,143111
2020,Ensemble des médecins,76,66,242555
2016,Pédicures-podologues,75,47,2121
2016,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),44,67,202692
2014,Infirmiers,1,999,123367
2011,Psychiatres,76,65,147915
2019,Médecins pathologistes,75,999,616599
2021,Infirmiers,28,14,92601
2020,Sages-femmes,52,53,61063
2017,Ensemble des médecins généralistes,32,02,201375
2016,Autres médecins,24,37,125841
2014,Cardiologues,75,33,277516
2020,Médecins généralistes (hors médecins à expertise particulière - MEP),76,81,158541
2022,Neurologues,76,999,262247
2017,Neurologues,4,999,281193
2019,Médecins généralistes (hors médecins à expertise particulière - MEP),53,35,155892
2022,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),76,34,195209
2011,Ensemble des chirurgiens-dentistes,4,974,161648
2022,Radiologues,44,10,636913
2013,Ensemble des médecins spécialistes (hors généralistes),32,59,288178
2016,Masseurs-kinésithérapeutes,76,81,82819
2015,Ensemble des médecins généralistes,75,87,135342
2012,Ensemble des médecins généralistes,84,26,132672
2014,Radiologues,76,31,544173
2020,Oto-rhino-laryngologistes,32,59,228327
2017,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),75,17,125242
2022,Ophtalmologues,84,999,468251
2012,Stomatologues,84,42,216946
2020,Sages-femmes,76,32,60485
2021,Ensemble des auxiliaires médicaux,84,43,78517
2018,Pédiatres,11,93,153820
2014,Sages-femmes,44,57,66600
2011,Orthophonistes,11,95,54709
2019,Hépato-gastro-entérologues,1,971,285555
2018,Pneumologues,44,57,294441
2021,Infirmiers,75,79,77526
2010,Pédicures-podologues,27,999,1003
2019,Psychiatres,84,01,155484
2021,Ensemble des médecins généralistes,75,16,187036
2014,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),44,88,141733
2013,Médecins généralistes à expertise particulière (MEP),11,75,86244
2018,Ensemble des chirurgiens-dentistes,84,63,122094
2010,Masseurs-kinésithérapeutes,76,32,78421
2014,Médecins pathologistes,76,31,372873
2012,Stomatologues,75,999,166046
2018,Allergologues,76,66,0
2010,Dermatologues,93,06,88238
2015,Médecins nucléaires,75,79,0
2020,Hépato-gastro-entérologues,11,77,201489
2020,Autres médecins,76,34,185997
2019,Cardiologues,76,31,402144
2018,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),76,66,208801
2022,Oto-rhino-laryngologistes,11,999,192353
2011,Sages-femmes,28,76,51894
2016,Pneumologues,24,999,266941
2019,Masseurs-kinésithérapeutes,27,999,82304
2021,Ensemble des médecins,94,2B,253572
2015,Orthophonistes,93,13,56694
2013,Pédicures-podologues,84,01,951
2010,Rhumatologues,76,82,151787
2017,Ensemble des médecins spécialistes (hors généralistes),24,36,291780
2021,Allergologues,94,999,0
2018,Pédiatres,11,95,163196
2019,Ensemble des chirurgiens-dentistes,53,56,137603
2021,Cardiologues,76,31,440269
2018,Dermatologues,11,75,101862
2021,Ensemble des médecins généralistes,44,999,193573
2022,Gynécologues médicaux et obstétriciens,75,17,174568
2022,Ensemble des médecins généralistes,11,77,195381
2022,Psychiatres,75,33,104006
2021,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),84,03,154029
2010,Médecins pathologistes,93,06,494978
2014,Ensemble des auxiliaires médicaux,76,34,77533
2013,Pédicures-podologues,84,63,1305
2020,Médecins nucléaires,3,973,0
2015,Radiothérapeutes,32,59,1758317
2020,Stomatologues,84,42,260678
2016,Ensemble des médecins spécialistes (hors généralistes),93,83,258720
2014,Médecins nucléaires,11,93,547079
2015,Orthoptistes,75,19,60047
2016,Psychiatres,84,01,82693
2012,Ophtalmologues,84,43,181837
2014,Stomatologues,52,53,0
2010,Radiologues,28,999,517576
2021,Ensemble des médecins,28,61,217037
2010,Radiologues,27,70,542044
2021,Orthoptistes,75,47,55500
2012,Hépato-gastro-entérologues,28,27,152872
2015,Ensemble des médecins,84,01,180045
2020,Autres médecins,75,999,160549
2015,Ensemble des auxiliaires médicaux,52,85,63739
2011,Stomatologues,76,46,0
2011,Infirmiers,3,973,115207
2016,Ensemble des chirurgiens-dentistes,52,44,129155
2011,Ensemble des médecins généralistes,52,85,146382
2017,Médecins nucléaires,84,03,0
2011,Radiologues,53,35,428981
2014,Médecins généralistes à expertise particulière (MEP),32,62,151525
2014,Autres médecins,76,12,156358
2011,Radiologues,93,05,478556
2015,Masseurs-kinésithérapeutes,24,36,97216
2015,Rhumatologues,28,14,149215
2014,Ensemble des médecins spécialistes (hors généralistes),27,71,258555
2010,Sages-femmes,53,999,51919
2010,Radiothérapeutes,75,33,1587321
2013,Pneumologues,44,54,225646
2020,Masseurs-kinésithérapeutes,24,36,84555
2017,Masseurs-kinésithérapeutes,75,87,86816
2020,Hépato-gastro-entérologues,6,999,0
2018,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),11,92,143457
2018,Médecins vasculaires,32,59,0
2016,Ensemble des médecins,76,81,218563
2020,Masseurs-kinésithérapeutes,44,54,74983
2021,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),6,999,168883
2018,Orthophonistes,44,08,61435
2011,Ophtalmologues,76,34,236603
2012,Masseurs-kinésithérapeutes,76,65,78333
2013,Orthoptistes,11,92,50971
2020,Pédiatres,24,37,106125
2020,Médecins généralistes à expertise particulière (MEP),76,34,127715
2018,Médecins généralistes à expertise particulière (MEP),75,999,152651
2021,Médecins vasculaires,93,04,0
2020,Médecins vasculaires,75,19,0
2018,Oto-rhino-laryngologistes,93,05,252143
2021,Ensemble des auxiliaires médicaux,28,76,87000
2022,Orthoptistes,32,999,62786
2019,Allergologues,6,976,0
2013,Sages-femmes,76,31,47058
2022,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),84,26,505503
2022,Orthophonistes,2,999,62990
2016,Orthophonistes,84,07,47481
2018,Orthophonistes,93,06,58832
2022,Orthoptistes,75,87,50491
2022,Radiothérapeutes,32,999,2317228
2010,Stomatologues,76,12,211923
2019,Rhumatologues,11,94,115039
2019,Ensemble des médecins spécialistes (hors généralistes),84,42,309980
2012,Autres médecins,76,999,143961
2019,Ensemble des médecins,93,84,216472
2011,Sages-femmes,32,62,40052
2011,Pédicures-podologues,27,71,853
2016,Anesthésistes-réanimateurs,75,17,366155
2016,Masseurs-kinésithérapeutes,75,33,81951
2014,Médecins généralistes (hors médecins à expertise particulière - MEP),24,28,163946
2016,Masseurs-kinésithérapeutes,84,26,73936
2021,Oto-rhino-laryngologistes,93,84,252398
2020,Infirmiers,76,999,89479
2013,Ensemble des auxiliaires médicaux,53,999,69388
2019,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),27,70,176045
2020,Cardiologues,75,64,325641
2015,Dermatologues,11,75,79936
2014,Médecins généralistes à expertise particulière (MEP),24,37,152654
2013,Ensemble des chirurgiens-dentistes,84,01,110495
2020,Pédiatres,76,34,129619
2016,Endocrinologues,11,75,58778
2019,Masseurs-kinésithérapeutes,75,40,78274
2020,Ophtalmologues,52,72,470522
2013,Orthophonistes,24,28,55298
2019,Pneumologues,76,999,239736
2019,Pédiatres,53,22,168366
2018,Médecins nucléaires,94,2B,0
2021,Ensemble des médecins spécialistes (hors généralistes),93,04,265678
2016,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),32,999,248838
2016,Radiologues,44,55,563929
2017,Pneumologues,27,71,241983
2017,Hépato-gastro-entérologues,75,17,262233
2022,Médecins nucléaires,27,39,0
2013,Pédicures-podologues,27,58,3145
2017,Ensemble des chirurgiens-dentistes,52,49,154534
2022,Neurologues,27,70,0
2010,Médecins nucléaires,52,999,869848
2011,Médecins pathologistes,84,74,471079
2012,Infirmiers,11,93,102057
2012,Psychiatres,84,43,137189
2012,Stomatologues,27,21,101353
2020,Ophtalmologues,6,999,0
2013,Psychiatres,76,12,84537
2021,Dermatologues,84,69,150229
2011,Ensemble des médecins généralistes,75,16,144772
2015,Ensemble des médecins spécialistes (hors généralistes),27,21,286133
2010,Infirmiers,24,37,74419
2012,Sages-femmes,76,30,49679
2014,Néphrologues,44,57,34979
2022,Masseurs-kinésithérapeutes,76,34,86096
2011,Pédiatres,1,971,199582
2020,Psychiatres,76,30,197614
2020,Radiologues,27,25,452174
2014,Ensemble des médecins généralistes,32,60,169299
2016,Ensemble des médecins généralistes,27,71,154246
2020,Sages-femmes,44,999,61029
2012,Stomatologues,28,999,219384
2016,Ensemble des médecins,93,13,190052
2022,Hépato-gastro-entérologues,75,40,163114
2022,Chirurgiens,44,08,65384
2022,Dermatologues,32,59,147028
2021,Ophtalmologues,84,73,387688
2015,Orthophonistes,27,999,50188
2010,Ensemble des auxiliaires médicaux,1,999,100214
2016,Infirmiers,3,999,118333
2015,Ensemble des médecins généralistes,44,54,153079
2020,Médecins vasculaires,84,38,200151
2013,Médecins pathologistes,84,69,494234
2016,Radiothérapeutes,76,81,1528268
2013,Radiologues,84,73,498976
2017,Ensemble des médecins généralistes,32,80,183086
2017,Oto-rhino-laryngologistes,27,71,195322
2019,Ensemble des médecins généralistes,75,79,177516
2020,Ensemble des chirurgiens-dentistes,84,43,158330
2021,Pédicures-podologues,44,999,5953
2021,Ensemble des médecins spécialistes (hors généralistes),11,91,339004
2019,Neurologues,6,976,0
2014,Hépato-gastro-entérologues,75,87,300729
2010,Ophtalmologues,52,72,261883
2022,Ensemble des auxiliaires médicaux,11,94,82121
2017,Endocrinologues,76,81,136684
2015,Ensemble des médecins spécialistes (hors généralistes),27,71,275802
2022,Cardiologues,52,44,296004
2022,Dermatologues,11,78,146301
2020,Psychiatres,27,25,121228
2021,Néphrologues,84,69,285125
2020,Médecins généralistes (hors médecins à expertise particulière - MEP),11,91,174525
2014,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),75,16,219533
2012,Ensemble des médecins généralistes,32,02,167039
2014,Ensemble des auxiliaires médicaux,75,17,75815
2014,Neurologues,11,75,103655
2021,Médecins nucléaires,4,999,0
2022,Ensemble des médecins,84,74,209473
2013,Ensemble des auxiliaires médicaux,27,90,81848
2021,Médecins pathologistes,32,02,0
2021,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),84,01,242037
2015,Autres médecins,6,999,0
2013,Cardiologues,84,01,319218
2020,Anesthésistes-réanimateurs,27,25,296354
2016,Hépato-gastro-entérologues,11,77,226476
2019,Cardiologues,93,83,348924
2010,Ensemble des auxiliaires médicaux,24,36,71067
2013,Anesthésistes-réanimateurs,44,51,380219
2018,Infirmiers,44,88,95315
2018,Ophtalmologues,28,27,289770
2015,Stomatologues,93,84,177520
2019,Ensemble des médecins spécialistes (hors généralistes),44,57,345602
2018,Médecins généralistes à expertise particulière (MEP),27,25,196693
2011,Ensemble des auxiliaires médicaux,94,2B,93289
2010,Ensemble des auxiliaires médicaux,27,90,74288
2013,Sages-femmes,28,999,52619
2014,Pédiatres,53,22,160515
2017,Rhumatologues,93,13,146927
2010,Radiologues,11,78,461503
2020,Anesthésistes-réanimateurs,27,999,300126
2019,Stomatologues,93,999,172987
2022,Médecins généralistes à expertise particulière (MEP),84,03,163515
2014,Pneumologues,53,29,181254
2015,Orthoptistes,44,51,43009
2014,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),28,50,145579
2020,Médecins généralistes à expertise particulière (MEP),76,32,153245
2019,Psychiatres,84,999,118604
2020,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),75,19,126133
2020,Pédiatres,99,999,132275
2018,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),6,999,129409
2010,Ensemble des médecins spécialistes (hors généralistes),75,33,204561
2010,Pédiatres,32,60,137229
2011,Pédiatres,76,82,172900
2015,Gynécologues médicaux et obstétriciens,75,79,202430
2013,Néphrologues,75,40,0
2012,Cardiologues,76,34,233857
2017,Cardiologues,27,58,209697
2020,Cardiologues,11,999,271095
2012,Autres médecins,75,23,0
2020,Chirurgiens,44,51,369939
2019,Ensemble des auxiliaires médicaux,76,34,83278
2021,Neurologues,6,976,0
2014,Ensemble des médecins,76,31,194845
2017,Ensemble des médecins généralistes,44,10,188166
2014,Dermatologues,53,35,146554
2012,Gynécologues médicaux et obstétriciens,32,999,182151
2015,Médecins généralistes (hors médecins à expertise particulière - MEP),75,86,148487
2020,Orthophonistes,11,75,49143
2013,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),76,12,111038
2017,Pédicures-podologues,75,19,3546
2015,Autres médecins,27,999,175166
2018,Autres médecins,52,72,220323
2010,Psychiatres,76,81,104791
2011,Stomatologues,32,60,241402
2018,Ensemble des médecins spécialistes (hors généralistes),53,29,297485
2010,Ensemble des médecins généralistes,84,43,127985
2022,Ensemble des auxiliaires médicaux,24,37,71033
2019,Oto-rhino-laryngologistes,93,999,209666
2019,Chirurgiens,11,91,281684
2012,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),53,22,129469
2020,Masseurs-kinésithérapeutes,84,43,73266
2018,Sages-femmes,53,29,54640
2019,Pédicures-podologues,93,04,4013
2019,Ensemble des médecins,75,87,213039
2013,Radiothérapeutes,24,37,888458
2011,Orthoptistes,76,12,37497
2012,Médecins généralistes (hors médecins à expertise particulière - MEP),76,999,137306
2015,Neurologues,53,999,166483
2018,Masseurs-kinésithérapeutes,27,71,90594
2019,Orthophonistes,24,999,54583
2014,Médecins généralistes (hors médecins à expertise particulière - MEP),53,29,142059
2011,Anesthésistes-réanimateurs,76,34,252590
2012,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),3,999,0
2019,Pédicures-podologues,1,999,3092
2010,Pneumologues,84,63,184607
2021,Ophtalmologues,76,32,392475
2021,Orthoptistes,76,65,59985
2011,Médecins généralistes (hors médecins à expertise particulière - MEP),75,999,138487
2020,Néphrologues,44,999,215173
2012,Cardiologues,76,66,266960
2013,Hépato-gastro-entérologues,27,999,224223
2019,Ensemble des chirurgiens-dentistes,32,60,158940
2016,Anesthésistes-réanimateurs,44,999,344231
2018,Stomatologues,75,16,0
2013,Orthophonistes,94,2B,50532
2014,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),93,06,87674
2020,Ensemble des médecins spécialistes (hors généralistes),84,69,258092
2018,Pédiatres,27,21,151123
2014,Autres médecins,93,999,128986
2022,Gynécologues médicaux et obstétriciens,44,54,213855
2022,Orthophonistes,76,11,56600
2021,Ensemble des médecins spécialistes (hors généralistes),76,11,315057
2013,Ophtalmologues,75,87,321753
2021,Néphrologues,75,17,0
2017,Ensemble des médecins généralistes,75,16,169259
2013,Radiothérapeutes,44,52,0
2013,Pédiatres,44,54,149664
2011,Gynécologues médicaux et obstétriciens,52,49,159506
2022,Gynécologues médicaux et obstétriciens,76,82,256300
2016,Ensemble des chirurgiens-dentistes,27,39,151113
2013,Autres médecins,44,68,211397
2014,Anesthésistes-réanimateurs,75,87,315551
2013,Chirurgiens,24,28,211610
2020,Infirmiers,76,32,74877
2022,Médecins pathologistes,52,999,1052407
2010,Médecins pathologistes,44,54,296884
2011,Autres médecins,75,79,0
2017,Orthophonistes,76,32,44327
2010,Oto-rhino-laryngologistes,27,21,192417
2021,Infirmiers,84,74,82985
2022,Infirmiers,11,999,104261
2016,Radiologues,3,999,539571
2021,Ensemble des médecins,27,89,263538
2013,Anesthésistes-réanimateurs,27,90,209965
2012,Masseurs-kinésithérapeutes,24,37,74198
2016,Médecins généralistes (hors médecins à expertise particulière - MEP),3,999,240063
2020,Hépato-gastro-entérologues,52,49,272047
2012,Hépato-gastro-entérologues,84,63,237722
2010,Neurologues,44,999,190793
2018,Oto-rhino-laryngologistes,76,31,228888
2021,Neurologues,27,21,257993
2021,Médecins vasculaires,27,70,0
2010,Infirmiers,93,04,81571
2013,Pédiatres,76,65,127190
2021,Gynécologues médicaux et obstétriciens,1,999,201148
2019,Orthoptistes,94,2A,62714
2021,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),75,64,174846
2018,Dermatologues,84,63,141413
2016,Pédicures-podologues,44,10,2073
2016,Ensemble des auxiliaires médicaux,52,85,65868
2016,Ensemble des médecins généralistes,94,2B,169441
2011,Infirmiers,44,67,103753
2021,Ensemble des médecins spécialistes (hors généralistes),44,68,313919
2021,Médecins généralistes (hors médecins à expertise particulière - MEP),2,999,205235
2021,Allergologues,75,79,0
2015,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),24,45,144239
2011,Dermatologues,93,06,90441
2010,Stomatologues,27,21,91491
2010,Chirurgiens,32,62,253659
2013,Néphrologues,84,63,0
2011,Anesthésistes-réanimateurs,44,88,358638
2011,Ensemble des médecins généralistes,11,94,129232
2011,Sages-femmes,24,28,53925
2017,Pneumologues,76,34,221921
2014,Médecins généralistes à expertise particulière (MEP),53,56,128472
2020,Sages-femmes,84,74,59855
2020,Neurologues,84,63,196892
2016,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),75,17,124913
2020,Médecins nucléaires,75,33,1442009
2016,Oto-rhino-laryngologistes,44,67,185875
2013,Infirmiers,32,02,95964
2010,Sages-femmes,24,36,73917
2014,Stomatologues,75,40,169293
2013,Ensemble des médecins,53,29,184454
2015,Médecins pathologistes,76,09,0
2011,Rhumatologues,75,87,295833
2016,Ensemble des auxiliaires médicaux,75,19,85440
2021,Pédicures-podologues,27,90,5241
2010,Ensemble des médecins généralistes,4,999,214154
2010,Ophtalmologues,76,30,241875
2010,Radiologues,27,21,442075
2014,Anesthésistes-réanimateurs,76,999,287688
2012,Ensemble des auxiliaires médicaux,1,971,101500
2011,Néphrologues,76,31,311487
2011,Hépato-gastro-entérologues,44,57,256078
2010,Médecins généralistes (hors médecins à expertise particulière - MEP),11,77,133047
2022,Masseurs-kinésithérapeutes,76,65,77809
2017,Neurologues,44,57,228231
2013,Chirurgiens,32,62,265729
2018,Infirmiers,44,51,94596
2010,Médecins généralistes à expertise particulière (MEP),75,33,101035
2017,Médecins généralistes à expertise particulière (MEP),84,74,129643
2022,Médecins généralistes (hors médecins à expertise particulière - MEP),11,91,183487
2022,Infirmiers,76,12,84088
2020,Orthophonistes,76,31,44447
2022,Médecins généralistes à expertise particulière (MEP),32,62,163117
2012,Néphrologues,27,58,0
2012,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),28,61,157824
2022,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),75,64,130387
2019,Masseurs-kinésithérapeutes,84,999,74196
2016,Ensemble des auxiliaires médicaux,93,05,64577
2013,Médecins pathologistes,11,92,638685
2015,Autres médecins,75,64,109597
2014,Ensemble des chirurgiens-dentistes,53,35,131383
2010,Autres médecins,76,66,110130
2013,Médecins nucléaires,52,999,1069001
2012,Oto-rhino-laryngologistes,11,77,144985
2020,Neurologues,11,78,184571
2014,Médecins pathologistes,3,973,0
2019,Orthoptistes,2,972,69935
2018,Pédicures-podologues,28,61,3125
2018,Pédicures-podologues,32,80,3658
2022,Ensemble des auxiliaires médicaux,27,25,72225
2012,Orthoptistes,11,75,39910
2018,Infirmiers,11,94,98235
2013,Médecins généralistes (hors médecins à expertise particulière - MEP),76,66,145666
2014,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),84,63,104199
2022,Masseurs-kinésithérapeutes,84,42,82366
2014,Cardiologues,93,84,296040
2012,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),27,58,136303
2021,Médecins pathologistes,52,49,920586
2019,Hépato-gastro-entérologues,27,71,283123
2022,Orthoptistes,84,38,60219
2012,Ensemble des médecins spécialistes (hors généralistes),84,42,237501
2014,Ensemble des médecins généralistes,84,03,146486
2012,Médecins pathologistes,3,973,0
2018,Neurologues,75,999,219134
2021,Orthophonistes,53,29,48620
2016,Pneumologues,4,999,245143
2017,Gynécologues médicaux et obstétriciens,84,999,167578
2018,Ensemble des médecins,24,37,225534
2020,Ophtalmologues,75,999,362403
2022,Ensemble des auxiliaires médicaux,53,29,72742
2020,Radiologues,93,999,495089
2011,Sages-femmes,75,33,63214
2018,Sages-femmes,11,75,50702
2018,Sages-femmes,27,39,44445
2020,Radiothérapeutes,27,39,0
2015,Autres médecins,24,999,176666
2015,Ensemble des chirurgiens-dentistes,93,84,121503
2013,Oto-rhino-laryngologistes,28,999,229789
2010,Médecins généralistes à expertise particulière (MEP),32,59,119490
2011,Orthoptistes,75,40,50626
2011,Ophtalmologues,75,64,257021
2020,Ensemble des médecins,32,60,249611
2014,Ensemble des auxiliaires médicaux,93,83,83928
2013,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),99,999,166514
2013,Ophtalmologues,53,29,296792
2016,Radiologues,44,10,657430
2014,Pédiatres,4,974,204102
2020,Dermatologues,84,69,135218
2020,Rhumatologues,3,973,0
2022,Néphrologues,24,45,357975
2018,Infirmiers,94,999,109109
2018,Chirurgiens,75,64,289776
2015,Médecins généralistes à expertise particulière (MEP),32,999,150384
2014,Pédicures-podologues,4,999,10070
2021,Médecins vasculaires,84,69,217335
2020,Neurologues,52,44,179786
2018,Cardiologues,76,81,372257
2015,Ensemble des auxiliaires médicaux,75,47,77857
2019,Néphrologues,93,13,279044
2019,Radiothérapeutes,75,64,2644890
2010,Ensemble des médecins,52,999,181396
2011,Médecins généralistes (hors médecins à expertise particulière - MEP),27,71,138809
2022,Infirmiers,1,971,144250
2015,Néphrologues,53,56,0
2018,Pédiatres,4,999,168265
2015,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),84,999,118150
2010,Infirmiers,28,76,84254
2010,Médecins généralistes à expertise particulière (MEP),84,38,107363
2012,Pédicures-podologues,11,77,1068
2013,Sages-femmes,76,34,53621
2015,Oto-rhino-laryngologistes,53,29,223079
2014,Infirmiers,44,10,111378
2010,Médecins nucléaires,28,50,0
2022,Chirurgiens,52,999,353983
2015,Infirmiers,24,45,83833
2020,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),76,11,131621
2013,Cardiologues,84,26,243916
2018,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),94,999,145307
2010,Autres médecins,94,999,144447
2021,Pédicures-podologues,53,999,2817
2011,Rhumatologues,75,17,155599
2011,Ensemble des auxiliaires médicaux,27,39,61133
2020,Hépato-gastro-entérologues,75,86,304736
2021,Ensemble des auxiliaires médicaux,44,88,90018
2018,Ensemble des médecins spécialistes (hors généralistes),4,999,363661
2021,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),11,93,172567
2013,Orthoptistes,6,976,0
2021,Allergologues,94,2A,0
2011,Pédicures-podologues,44,08,1441
2018,Neurologues,28,999,284373
2018,Infirmiers,52,53,81060
2011,Endocrinologues,76,82,71307
2018,Stomatologues,75,23,0
2021,Pneumologues,76,30,242592
2019,Masseurs-kinésithérapeutes,11,92,70133
2020,Ophtalmologues,27,39,573584
2015,Chirurgiens,24,45,289841
2010,Endocrinologues,32,62,94821
2011,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),1,971,202862
2011,Stomatologues,75,999,159759
2011,Dermatologues,84,07,134482
2011,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),28,27,169244
2013,Médecins nucléaires,94,2B,0
2016,Ensemble des médecins spécialistes (hors généralistes),11,78,217545
2013,Ensemble des médecins spécialistes (hors généralistes),24,36,263257
2010,Pédicures-podologues,28,14,1225
2020,Pédicures-podologues,4,999,15885
2015,Médecins nucléaires,75,40,0
2013,Ophtalmologues,84,15,347605
2013,Ensemble des médecins généralistes,53,999,144375
2022,Masseurs-kinésithérapeutes,75,47,94119
2012,Radiothérapeutes,11,78,0
2021,Cardiologues,24,45,426771
2020,Neurologues,76,34,220335
2014,Orthophonistes,76,30,55666
2011,Néphrologues,6,976,0
2020,Stomatologues,11,91,160006
2015,Psychiatres,76,12,103866
2010,Gynécologues médicaux et obstétriciens,52,53,163418
2019,Dermatologues,99,999,152807
2011,Oto-rhino-laryngologistes,11,94,114873
2020,Médecins pathologistes,75,64,453100
2021,Masseurs-kinésithérapeutes,6,999,94964
2021,Infirmiers,75,40,85630
2011,Radiologues,44,10,733846
2021,Rhumatologues,84,73,142923
2011,Gynécologues médicaux et obstétriciens,3,973,228414
2019,Pneumologues,84,38,200588
2010,Pédiatres,11,92,104580
2011,Médecins pathologistes,93,06,523007
2022,Neurologues,4,999,346006
2021,Cardiologues,84,26,259802
2018,Gynécologues médicaux et obstétriciens,11,93,246049
2018,Infirmiers,44,10,106485
2014,Gynécologues médicaux et obstétriciens,84,73,158234
2022,Dermatologues,75,24,163719
2016,Gynécologues médicaux et obstétriciens,2,999,154964
2012,Pédicures-podologues,32,62,2315
2016,Ophtalmologues,93,04,372302
2021,Médecins vasculaires,44,10,0
2018,Médecins pathologistes,53,999,529174
2021,Ensemble des chirurgiens-dentistes,52,85,170061
2017,Ophtalmologues,32,02,284945
2015,Endocrinologues,4,999,124493
2015,Ensemble des auxiliaires médicaux,75,16,71875
2012,Pneumologues,53,56,215798
2012,Pédicures-podologues,24,18,1541
2020,Ensemble des médecins spécialistes (hors généralistes),76,82,338478
2022,Rhumatologues,75,64,183559
2020,Allergologues,11,78,111630
2016,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),24,28,171614
2016,Sages-femmes,52,49,48124
2010,Autres médecins,84,999,112529
2012,Ophtalmologues,75,17,300234
2012,Ophtalmologues,11,999,170315
2019,Gynécologues médicaux et obstétriciens,93,06,201085
2013,Radiologues,94,2A,696366
